13-4,13-4,9-31,9-31,A/B,A/B,58-52,58-52,67-63,67-63,D/E,D/E
847,-80,189,470,4.481481481481482,-0.1702127659574468,-108,69,-97,-7,1.1134020618556701,-9.857142857142858
786,-58,162,433,4.851851851851852,-0.13394919168591224,-92,64,-80,-7,1.15,-9.142857142857142
815,-135,213,459,3.8262910798122065,-0.29411764705882354,-94,81,-91,-17,1.032967032967033,-4.764705882352941
821,-144,223,459,3.681614349775785,-0.3137254901960784,-93,84,-93,-22,1.0,-3.8181818181818183
654,-82,156,328,4.1923076923076925,-0.25,-69,62,-66,-7,1.0454545454545454,-8.857142857142858
767,-86,179,380,4.284916201117318,-0.22631578947368422,-88,66,-82,-12,1.0731707317073171,-5.5
580,-113,149,339,3.8926174496644297,-0.3333333333333333,-80,85,-79,25,1.0126582278481013,3.4
637,-110,165,318,3.860606060606061,-0.34591194968553457,-82,57,-82,-12,1.0,-4.75
773,-101,176,433,4.392045454545454,-0.23325635103926096,-102,72,-93,-10,1.096774193548387,-7.2
810,-107,198,437,4.090909090909091,-0.2448512585812357,-103,75,-97,-7,1.0618556701030928,-10.714285714285714
343,-55,101,203,3.396039603960396,-0.270935960591133,-48,66,-49,36,0.9795918367346939,1.8333333333333333
810,-116,212,386,3.8207547169811322,-0.3005181347150259,-100,73,-96,-4,1.0416666666666667,-18.25
843,-115,222,399,3.7972972972972974,-0.2882205513784461,-93,73,-91,1,1.021978021978022,73.0
833,-166,255,426,3.2666666666666666,-0.38967136150234744,-82,95,-89,1,0.9213483146067416,95.0
825,-179,249,424,3.3132530120481927,-0.4221698113207547,-85,92,-93,4,0.9139784946236559,23.0
428,-54,129,231,3.317829457364341,-0.23376623376623376,-53,54,-54,1,0.9814814814814815,54.0
424,-62,135,235,3.140740740740741,-0.26382978723404255,-72,91,-72,32,1.0,2.84375
420,-62,111,240,3.7837837837837838,-0.25833333333333336,-58,74,-56,1,1.0357142857142858,74.0
418,-57,116,249,3.603448275862069,-0.2289156626506024,-62,73,-62,1,1.0,73.0
504,-73,120,292,4.2,-0.25,-63,83,-60,1,1.05,83.0
658,-77,178,301,3.696629213483146,-0.2558139534883721,-99,82,-97,0,1.0206185567010309,inf
710,-120,202,320,3.514851485148515,-0.375,-99,88,-99,2,1.0,44.0
743,-122,237,369,3.1350210970464136,-0.33062330623306235,-91,101,-97,0,0.9381443298969072,inf
731,-109,222,365,3.2927927927927927,-0.29863013698630136,-98,94,-101,-1,0.9702970297029703,-94.0
498,-49,128,288,3.890625,-0.1701388888888889,-61,80,-58,0,1.0517241379310345,inf
757,-56,155,445,4.883870967741935,-0.1258426966292135,-108,122,-97,1,1.1134020618556701,122.0
741,-62,157,434,4.719745222929936,-0.14285714285714285,-110,118,-100,-3,1.1,-39.333333333333336
1017,-35,193,582,5.269430051813472,-0.06013745704467354,-141,145,-124,-1,1.1370967741935485,-145.0
994,-33,186,567,5.344086021505376,-0.0582010582010582,-133,145,-116,2,1.146551724137931,72.5
795,-52,174,487,4.568965517241379,-0.10677618069815195,-104,138,-92,1,1.1304347826086956,138.0
271,-33,56,153,4.839285714285714,-0.21568627450980393,-33,31,-30,-4,1.1,-7.75
254,-51,65,128,3.9076923076923076,-0.3984375,-32,28,-32,-1,1.0,-28.0
782,-88,203,434,3.852216748768473,-0.20276497695852536,-94,104,-88,27,1.0681818181818181,3.8518518518518516
787,-89,203,432,3.876847290640394,-0.20601851851851852,-84,97,-80,-1,1.05,-97.0
698,-106,199,357,3.507537688442211,-0.2969187675070028,-68,94,-72,-13,0.9444444444444444,-7.230769230769231
677,-114,201,348,3.3681592039800994,-0.3275862068965517,-61,103,-66,21,0.9242424242424242,4.904761904761905
525,-59,157,263,3.343949044585987,-0.22433460076045628,-61,67,-62,16,0.9838709677419355,4.1875
615,-49,178,309,3.455056179775281,-0.15857605177993528,-74,75,-73,4,1.0136986301369864,18.75
395,-61,98,200,4.030612244897959,-0.305,-41,56,-42,12,0.9761904761904762,4.666666666666667
408,-55,107,206,3.8130841121495327,-0.2669902912621359,-39,51,-41,12,0.9512195121951219,4.25
410,-73,137,212,2.9927007299270074,-0.3443396226415094,-44,68,-48,29,0.9166666666666666,2.3448275862068964
412,-70,129,212,3.193798449612403,-0.330188679245283,-43,63,-45,24,0.9555555555555556,2.625
510,-115,169,250,3.0177514792899407,-0.46,-49,56,-56,8,0.875,7.0
506,-122,167,244,3.029940119760479,-0.5,-52,67,-59,21,0.8813559322033898,3.1904761904761907
360,-64,107,175,3.364485981308411,-0.3657142857142857,-32,43,-35,6,0.9142857142857143,7.166666666666667
382,-67,116,179,3.293103448275862,-0.3743016759776536,-31,49,-34,0,0.9117647058823529,inf
958,-206,242,497,3.958677685950413,-0.41448692152917505,-97,221,-97,71,1.0,3.112676056338028
1018,-232,273,512,3.728937728937729,-0.453125,-140,237,-142,102,0.9859154929577465,2.323529411764706
797,-192,263,367,3.03041825095057,-0.5231607629427792,-71,202,-87,67,0.8160919540229885,3.014925373134328
787,3,201,364,3.915422885572139,0.008241758241758242,-82,150,-75,27,1.0933333333333333,5.555555555555555
426,-51,128,216,3.328125,-0.2361111111111111,-44,91,-46,20,0.9565217391304348,4.55
435,-49,72,216,6.041666666666667,-0.22685185185185186,-69,95,-61,44,1.1311475409836065,2.159090909090909
905,-315,299,276,3.0267558528428093,-1.141304347826087,-30,146,-61,63,0.4918032786885246,2.3174603174603177
70,-5,17,34,4.117647058823529,-0.14705882352941177,-6,12,-7,6,0.8571428571428571,2.0
744,20,105,397,7.085714285714285,0.05037783375314862,-125,145,-100,37,1.25,3.918918918918919
761,43,130,313,5.8538461538461535,0.13738019169329074,-105,103,-85,3,1.2352941176470589,34.333333333333336
726,-37,82,353,8.853658536585366,-0.1048158640226629,-105,159,-84,74,1.25,2.1486486486486487
724,99,57,417,12.701754385964913,0.23741007194244604,-102,137,-71,15,1.4366197183098592,9.133333333333333
697,45,98,426,7.112244897959184,0.1056338028169014,-86,157,-67,31,1.2835820895522387,5.064516129032258
711,-28,119,397,5.974789915966387,-0.07052896725440806,-82,171,-68,46,1.2058823529411764,3.717391304347826
425,-10,92,213,4.619565217391305,-0.046948356807511735,-45,86,-41,18,1.0975609756097562,4.777777777777778
526,-15,105,271,5.0095238095238095,-0.055350553505535055,-56,113,-52,25,1.0769230769230769,4.52
522,-50,121,261,4.31404958677686,-0.19157088122605365,-57,102,-54,18,1.0555555555555556,5.666666666666667
1017,-162,277,577,3.6714801444043323,-0.2807625649913345,-96,291,-99,125,0.9696969696969697,2.328
1089,-167,263,559,4.140684410646388,-0.29874776386404295,-105,173,-105,22,1.0,7.863636363636363
852,-248,201,374,4.2388059701492535,-0.6631016042780749,-67,192,-72,64,0.9305555555555556,3.0
110,-21,19,40,5.7894736842105265,-0.525,-10,12,-10,2,1.0,6.0
71,2,14,32,5.071428571428571,0.0625,-7,7,-7,1,1.0,7.0
893,63,204,498,4.377450980392157,0.12650602409638553,-126,158,-115,25,1.0956521739130434,6.32
300,-68,83,138,3.6144578313253013,-0.4927536231884058,-24,43,-27,6,0.8888888888888888,7.166666666666667
289,-41,66,141,4.378787878787879,-0.2907801418439716,-34,58,-32,20,1.0625,2.9
339,-50,44,154,7.704545454545454,-0.3246753246753247,-35,63,-31,12,1.1290322580645162,5.25
754,-54,131,408,5.755725190839694,-0.1323529411764706,-77,158,-64,11,1.203125,14.363636363636363
753,-33,126,429,5.976190476190476,-0.07692307692307693,-81,166,-66,15,1.2272727272727273,11.066666666666666
767,-180,184,416,4.168478260869565,-0.4326923076923077,-75,83,-79,-11,0.9493670886075949,-7.545454545454546
713,-103,114,368,6.254385964912281,-0.2798913043478261,-81,103,-74,-8,1.0945945945945945,-12.875
838,-131,163,488,5.141104294478527,-0.26844262295081966,-109,198,-99,65,1.101010101010101,3.046153846153846
541,-176,182,265,2.9725274725274726,-0.6641509433962264,-45,106,-58,9,0.7758620689655172,11.777777777777779
1054,74,150,536,7.026666666666666,0.13805970149253732,-186,141,-146,21,1.273972602739726,6.714285714285714
601,-91,141,271,4.26241134751773,-0.33579335793357934,-80,76,-78,23,1.0256410256410255,3.3043478260869565
751,-80,186,352,4.037634408602151,-0.22727272727272727,-72,72,-73,0,0.9863013698630136,inf
772,-102,198,362,3.898989898989899,-0.281767955801105,-70,79,-73,3,0.958904109589041,26.333333333333332
751,-80,186,352,4.037634408602151,-0.22727272727272727,-72,72,-73,0,0.9863013698630136,inf
772,-102,198,362,3.898989898989899,-0.281767955801105,-70,79,-73,3,0.958904109589041,26.333333333333332
773,-163,255,394,3.0313725490196077,-0.4137055837563452,-63,128,-72,14,0.875,9.142857142857142
568,-44,115,275,4.939130434782609,-0.16,-68,64,-61,-3,1.1147540983606556,-21.333333333333332
564,-78,122,302,4.622950819672131,-0.2582781456953642,-68,72,-63,4,1.0793650793650793,18.0
76,-11,23,37,3.3043478260869565,-0.2972972972972973,-8,9,-8,1,1.0,9.0
523,-52,112,219,4.669642857142857,-0.2374429223744292,-41,71,-39,4,1.0512820512820513,17.75
533,-15,101,246,5.2772277227722775,-0.06097560975609756,-48,67,-42,-1,1.1428571428571428,-67.0
51,-3,8,27,6.375,-0.1111111111111111,-6,7,-5,1,1.2,7.0
196,1,37,102,5.297297297297297,0.00980392156862745,-28,21,-25,-2,1.12,-10.5
806,-131,224,479,3.5982142857142856,-0.27348643006263046,-101,174,-101,56,1.0,3.107142857142857
752,-189,221,348,3.4027149321266967,-0.5431034482758621,-73,107,-80,5,0.9125,21.4
746,-179,195,337,3.825641025641026,-0.5311572700296736,-95,141,-95,42,1.0,3.357142857142857
772,-109,184,422,4.195652173913044,-0.25829383886255924,-83,108,-79,-6,1.0506329113924051,-18.0
566,-82,130,305,4.3538461538461535,-0.26885245901639343,-66,83,-62,-3,1.064516129032258,-27.666666666666668
693,-80,127,412,5.456692913385827,-0.1941747572815534,-88,90,-76,-6,1.1578947368421053,-15.0
836,-131,212,421,3.943396226415094,-0.31116389548693585,-79,105,-77,7,1.025974025974026,15.0
586,-46,102,263,5.745098039215686,-0.17490494296577946,-68,64,-60,-4,1.1333333333333333,-16.0
605,-49,100,277,6.05,-0.17689530685920576,-74,67,-64,-7,1.15625,-9.571428571428571
281,-38,42,143,6.690476190476191,-0.26573426573426573,-41,41,-36,15,1.1388888888888888,2.7333333333333334
586,-46,102,263,5.745098039215686,-0.17490494296577946,-68,64,-60,-4,1.1333333333333333,-16.0
605,-49,100,277,6.05,-0.17689530685920576,-74,67,-64,-7,1.15625,-9.571428571428571
741,-212,258,392,2.872093023255814,-0.5408163265306123,-61,119,-75,3,0.8133333333333334,39.666666666666664
865,-318,344,508,2.51453488372093,-0.6259842519685039,-57,146,-82,6,0.6951219512195121,24.333333333333332
777,-169,229,423,3.393013100436681,-0.39952718676122934,-79,112,-83,-5,0.9518072289156626,-22.4
727,-226,269,351,2.7026022304832713,-0.6438746438746439,-63,120,-80,12,0.7875,10.0
318,-68,101,162,3.1485148514851486,-0.41975308641975306,-29,56,-32,4,0.90625,14.0
327,-68,115,168,2.8434782608695652,-0.40476190476190477,-29,57,-33,5,0.8787878787878788,11.4
638,-53,154,347,4.142857142857143,-0.15273775216138327,-88,113,-80,6,1.1,18.833333333333332
622,-78,148,350,4.202702702702703,-0.22285714285714286,-82,122,-76,38,1.0789473684210527,3.210526315789474
601,-74,147,332,4.08843537414966,-0.22289156626506024,-81,94,-76,-5,1.0657894736842106,-18.8
583,-58,137,325,4.255474452554744,-0.17846153846153845,-78,92,-71,-6,1.0985915492957747,-15.333333333333334
362,-63,84,212,4.309523809523809,-0.2971698113207547,-45,83,-41,12,1.0975609756097562,6.916666666666667
378,-69,86,219,4.395348837209302,-0.3150684931506849,-44,76,-40,8,1.1,9.5
800,-99,198,408,4.040404040404041,-0.2426470588235294,-90,121,-87,3,1.0344827586206897,40.333333333333336
831,-139,224,427,3.7098214285714284,-0.3255269320843091,-92,131,-94,10,0.9787234042553191,13.1
800,-99,198,408,4.040404040404041,-0.2426470588235294,-90,121,-87,3,1.0344827586206897,40.333333333333336
831,-139,224,427,3.7098214285714284,-0.3255269320843091,-92,131,-94,10,0.9787234042553191,13.1
693,-49,170,373,4.076470588235294,-0.13136729222520108,-77,102,-72,1,1.0694444444444444,102.0
831,-77,232,466,3.581896551724138,-0.16523605150214593,-85,130,-86,7,0.9883720930232558,18.571428571428573
579,-50,123,275,4.7073170731707314,-0.18181818181818182,-56,80,-52,5,1.0769230769230769,16.0
586,-56,123,291,4.764227642276423,-0.19243986254295534,-60,86,-56,5,1.0714285714285714,17.2
716,-82,190,398,3.768421052631579,-0.20603015075376885,-85,115,-82,7,1.0365853658536586,16.428571428571427
710,-95,192,399,3.6979166666666665,-0.23809523809523808,-85,114,-82,3,1.0365853658536586,38.0
619,-40,140,337,4.421428571428572,-0.11869436201780416,-75,91,-69,7,1.0869565217391304,13.0
611,-10,119,348,5.1344537815126055,-0.028735632183908046,-78,89,-67,1,1.164179104477612,89.0
718,-35,146,396,4.917808219178082,-0.08838383838383838,-92,105,-81,0,1.1358024691358024,inf
709,-51,153,392,4.633986928104576,-0.13010204081632654,-84,101,-76,-2,1.105263157894737,-50.5
501,-64,126,255,3.9761904761904763,-0.25098039215686274,-52,70,-51,9,1.0196078431372548,7.777777777777778
500,-66,125,260,4.0,-0.25384615384615383,-53,80,-52,15,1.0192307692307692,5.333333333333333
614,-104,169,332,3.633136094674556,-0.3132530120481928,-65,101,-65,1,1.0,101.0
625,-102,176,333,3.5511363636363638,-0.3063063063063063,-66,104,-67,3,0.9850746268656716,34.666666666666664
553,-87,150,275,3.6866666666666665,-0.31636363636363635,-62,76,-61,2,1.0163934426229508,38.0
558,-102,168,274,3.3214285714285716,-0.3722627737226277,-60,79,-62,6,0.967741935483871,13.166666666666666
524,-53,118,308,4.440677966101695,-0.17207792207792208,-60,81,-54,0,1.1111111111111112,inf
526,-64,132,298,3.984848484848485,-0.21476510067114093,-59,87,-55,2,1.0727272727272728,43.5
657,-51,177,347,3.711864406779661,-0.14697406340057637,-83,92,-81,3,1.0246913580246915,30.666666666666668
668,-51,179,345,3.7318435754189943,-0.14782608695652175,-84,87,-82,0,1.024390243902439,inf
708,-116,167,362,4.2395209580838324,-0.32044198895027626,-98,90,-96,-5,1.0208333333333333,-18.0
735,-114,198,412,3.712121212121212,-0.2766990291262136,-99,91,-97,-7,1.0206185567010309,-13.0
635,-62,207,346,3.0676328502415457,-0.1791907514450867,-90,91,-93,1,0.967741935483871,91.0
688,-70,222,374,3.099099099099099,-0.18716577540106952,-97,100,-98,2,0.9897959183673469,50.0
630,-97,174,362,3.6206896551724137,-0.26795580110497236,-74,102,-71,3,1.0422535211267605,34.0
631,-98,164,368,3.847560975609756,-0.266304347826087,-77,106,-73,0,1.0547945205479452,inf
710,-88,164,413,4.329268292682927,-0.21307506053268765,-96,123,-87,2,1.103448275862069,61.5
707,-73,152,418,4.651315789473684,-0.17464114832535885,-95,116,-84,-2,1.130952380952381,-58.0
656,-82,207,354,3.1690821256038646,-0.23163841807909605,-93,96,-95,1,0.9789473684210527,96.0
643,-85,200,351,3.215,-0.24216524216524216,-86,84,-87,-6,0.9885057471264368,-14.0
715,-96,147,409,4.863945578231292,-0.23471882640586797,-81,112,-73,-7,1.1095890410958904,-16.0
743,-99,151,428,4.920529801324503,-0.23130841121495327,-88,110,-79,-8,1.1139240506329113,-13.75
783,-193,235,444,3.331914893617021,-0.4346846846846847,-121,119,-120,-1,1.0083333333333333,-119.0
849,-201,272,483,3.1213235294117645,-0.4161490683229814,-133,130,-134,0,0.9925373134328358,inf
621,-117,177,347,3.5084745762711864,-0.3371757925072046,-68,102,-68,9,1.0,11.333333333333334
620,-123,182,342,3.4065934065934065,-0.35964912280701755,-64,104,-66,5,0.9696969696969697,20.8
216,-43,62,103,3.4838709677419355,-0.4174757281553398,-21,21,-24,4,0.875,5.25
479,-66,122,256,3.9262295081967213,-0.2578125,-46,38,-46,-1,1.0,-38.0
633,-85,163,337,3.8834355828220857,-0.2522255192878338,-69,49,-67,-1,1.0298507462686568,-49.0
744,-140,246,378,3.024390243902439,-0.37037037037037035,-99,51,-106,3,0.9339622641509434,17.0
758,-158,238,389,3.1848739495798317,-0.40616966580976865,-85,51,-93,3,0.9139784946236559,17.0
748,-143,224,389,3.3392857142857144,-0.3676092544987147,-92,55,-98,2,0.9387755102040817,27.5
151,-26,33,65,4.575757575757576,-0.4,-18,11,-17,-1,1.0588235294117647,-11.0
141,-30,31,51,4.548387096774194,-0.5882352941176471,-11,15,-12,-3,0.9166666666666666,-5.0
142,-19,31,56,4.580645161290323,-0.3392857142857143,-14,8,-14,-2,1.0,-4.0
142,-19,31,56,4.580645161290323,-0.3392857142857143,-14,8,-14,-2,1.0,-4.0
476,-120,108,183,4.407407407407407,-0.6557377049180327,-41,47,-43,4,0.9534883720930233,11.75
445,-107,105,236,4.238095238095238,-0.4533898305084746,-44,104,-47,53,0.9361702127659575,1.9622641509433962
525,-117,116,244,4.525862068965517,-0.47950819672131145,-52,80,-50,20,1.04,4.0
556,-136,150,304,3.7066666666666666,-0.4473684210526316,-56,93,-59,30,0.9491525423728814,3.1
62,-1,14,31,4.428571428571429,-0.03225806451612903,-7,9,-6,2,1.1666666666666667,4.5
844,-84,212,436,3.981132075471698,-0.1926605504587156,-130,134,-123,53,1.056910569105691,2.5283018867924527
216,-21,53,108,4.0754716981132075,-0.19444444444444445,-30,29,-29,8,1.0344827586206897,3.625
168,-19,43,87,3.9069767441860463,-0.21839080459770116,-25,26,-23,7,1.0869565217391304,3.7142857142857144
141,-17,38,72,3.710526315789474,-0.2361111111111111,-19,22,-19,8,1.0,2.75
159,-18,23,79,6.913043478260869,-0.22784810126582278,-18,34,-16,12,1.125,2.8333333333333335
158,-32,44,84,3.590909090909091,-0.38095238095238093,-14,34,-16,16,0.875,2.125
161,-36,48,69,3.3541666666666665,-0.5217391304347826,-11,33,-13,10,0.8461538461538461,3.3
98,7,2,57,49.0,0.12280701754385964,-14,23,-10,13,1.4,1.7692307692307692
453,-32,92,191,4.923913043478261,-0.16753926701570682,-43,62,-39,11,1.1025641025641026,5.636363636363637
1002,-106,330,674,3.036363636363636,-0.1572700296735905,-122,171,-126,60,0.9682539682539683,2.85
351,-107,96,188,3.65625,-0.5691489361702128,-33,61,-36,18,0.9166666666666666,3.388888888888889
338,-36,85,176,3.976470588235294,-0.20454545454545456,-41,62,-39,21,1.0512820512820513,2.9523809523809526
365,-42,75,198,4.866666666666666,-0.21212121212121213,-47,55,-42,7,1.119047619047619,7.857142857142857
355,-39,67,203,5.298507462686567,-0.1921182266009852,-50,62,-42,15,1.1904761904761905,4.133333333333334
349,-41,87,181,4.011494252873563,-0.2265193370165746,-24,66,-27,12,0.8888888888888888,5.5
381,-41,96,175,3.96875,-0.2342857142857143,-46,44,-45,5,1.0222222222222221,8.8
342,-98,103,187,3.320388349514563,-0.5240641711229946,-33,50,-38,13,0.868421052631579,3.8461538461538463
286,-27,75,142,3.8133333333333335,-0.19014084507042253,-25,39,-25,2,1.0,19.5
264,-28,72,134,3.6666666666666665,-0.208955223880597,-23,35,-23,2,1.0,17.5
319,-62,90,161,3.5444444444444443,-0.38509316770186336,-29,46,-31,4,0.9354838709677419,11.5
316,-49,83,159,3.8072289156626504,-0.3081761006289308,-31,41,-31,3,1.0,13.666666666666666
229,-46,71,109,3.2253521126760565,-0.42201834862385323,-15,49,-19,22,0.7894736842105263,2.227272727272727
634,-73,165,339,3.8424242424242423,-0.2153392330383481,-89,128,-87,49,1.0229885057471264,2.6122448979591835
227,-62,52,108,4.365384615384615,-0.5740740740740741,-17,25,-18,3,0.9444444444444444,8.333333333333334
104,-19,33,46,3.1515151515151514,-0.41304347826086957,-13,15,-13,4,1.0,3.75
112,-12,31,57,3.6129032258064515,-0.21052631578947367,-14,15,-14,1,1.0,15.0
856,-28,212,467,4.037735849056604,-0.059957173447537475,-108,171,-100,70,1.08,2.442857142857143
241,-28,59,112,4.084745762711864,-0.25,-24,30,-23,0,1.0434782608695652,inf
648,-70,126,377,5.142857142857143,-0.1856763925729443,-72,90,-64,-2,1.125,-45.0
449,8,101,290,4.445544554455446,0.027586206896551724,-56,101,-51,37,1.0980392156862746,2.72972972972973
454,-11,103,248,4.407766990291262,-0.04435483870967742,-53,62,-50,-1,1.06,-62.0
536,-110,148,321,3.6216216216216215,-0.3426791277258567,-64,82,-63,2,1.0158730158730158,41.0
79,-18,18,41,4.388888888888889,-0.43902439024390244,-9,16,-10,8,0.9,2.0
141,-44,55,74,2.5636363636363635,-0.5945945945945946,-15,34,-19,19,0.7894736842105263,1.7894736842105263
443,-45,119,223,3.722689075630252,-0.20179372197309417,-37,58,-40,5,0.925,11.6
528,-65,124,259,4.258064516129032,-0.25096525096525096,-69,66,-64,-3,1.078125,-22.0
514,-68,138,264,3.7246376811594204,-0.25757575757575757,-62,71,-61,1,1.0163934426229508,71.0
389,-59,100,201,3.89,-0.2935323383084577,-55,48,-52,0,1.0576923076923077,inf
633,-46,135,300,4.688888888888889,-0.15333333333333332,-65,86,-62,-1,1.0483870967741935,-86.0
778,-41,138,419,5.63768115942029,-0.09785202863961814,-104,138,-89,25,1.1685393258426966,5.52
662,-68,154,342,4.298701298701299,-0.19883040935672514,-73,111,-68,14,1.0735294117647058,7.928571428571429
465,-66,124,237,3.75,-0.27848101265822783,-55,60,-53,2,1.0377358490566038,30.0
649,-121,166,425,3.9096385542168677,-0.2847058823529412,-85,98,-81,11,1.0493827160493827,8.909090909090908
672,-92,168,306,4.0,-0.3006535947712418,-80,81,-79,4,1.0126582278481013,20.25
